5 0.23 61.5 55 326 3.95 3.98 2.43
4 0.21 59.8 61 326 3.89 3.84 2.31
2 0.23 56.9 65 327 4.05 4.07 2.31
3 0.24 62.8 57 336 3.94 3.96 2.48
3 0.24 62.3 57 336 3.95 3.98 2.47
1 0.22 65.1 61 337 3.87 3.78 2.49
3 0.23 59.4 61 338 4 4.05 2.39
5 0.23 62.8 56 340 3.93 3.9 2.46
4 0.22 60.4 61 342 3.88 3.84 2.33
4 0.2 60.2 62 345 3.79 3.75 2.27
3 0.23 63.8 55 352 3.85 3.92 2.48
3 0.23 61 57 353 3.94 3.96 2.41
3 0.23 60.4 58 354 3.97 4.01 2.41
4 0.24 62.5 57 355 3.97 3.94 2.47
3 0.23 60.5 61 357 3.96 3.97 2.4
3 0.23 60.9 57 357 3.96 3.99 2.42
3 0.23 60 57 402 4 4.03 2.41
3 0.23 59.8 57 402 4.04 4.06 2.42
3 0.23 60.7 59 402 3.97 4.01 2.42
3 0.23 59.5 58 402 4.01 4.06 2.4
3 0.23 61.9 58 402 3.92 3.96 2.44
2 0.23 58.2 59 402 4.06 4.08 2.37
2 0.23 64.1 59 402 3.83 3.85 2.46
3 0.24 60.9 61 404 4.02 4.03 2.45
5 0.23 61.9 54 404 3.93 3.95 2.44
4 0.22 61.6 58 404 3.93 3.89 2.41
4 0.22 59.3 62 404 3.91 3.88 2.31
4 0.24 60.7 58 553 4.01 4.03 2.44
3 0.24 61.5 60 553 3.97 4 2.45
4 0.24 62.3 59 554 3.95 3.92 2.45
4 0.24 61.2 58 554 4.01 3.96 2.44
4 0.24 60.8 59 554 4.02 4 2.44
4 0.24 60.7 58 554 4.07 4.04 2.46
5 0.24 62.4 56 559 3.97 3.99 2.48
5 0.24 62.1 56 559 3.97 4 2.47
5 0.24 62.2 56 559 4 4.04 2.5
5 0.24 62 55 559 4.01 4.03 2.49
5 0.24 62 56 559 3.97 4.01 2.47
5 0.24 61.7 56 559 3.99 4.01 2.47
5 0.24 60.8 58 559 4.01 4.05 2.44
5 0.24 61.8 55 559 3.99 4.02 2.47
5 0.24 61.6 57 559 3.99 4.02 2.46
5 0.24 61.3 57 559 4 4.03 2.46
5 0.24 61.8 57 408 3.97 3.99 2.46
4 0.23 61.3 59 571 3.99 3.94 2.43
3 0.24 59.9 58 571 4.06 4.1 2.44
5 0.24 62.7 54 572 3.99 4.02 2.51
5 0.24 61.8 54 572 3.99 4.03 2.48
4 0.23 58.5 61 411 4.06 3.98 2.35
3 0.24 62.5 55 412 3.96 3.98 2.48
3 0.23 60.2 57 577 4.02 4.07 2.43
3 0.23 61.4 56 583 3.94 3.97 2.43
3 0.23 61.5 56 583 3.95 4 2.44
3 0.23 61.6 57 583 3.96 3.99 2.45
3 0.23 61.8 57 583 3.94 3.96 2.44
3 0.23 62.3 55 583 3.93 3.96 2.46
3 0.23 62.8 54 583 3.92 3.94 2.47
3 0.23 62.4 54 583 3.95 3.98 2.47
3 0.23 62.2 57 583 3.93 3.96 2.45
5 0.23 61.9 55 586 3.94 3.98 2.45
5 0.23 61.5 54 586 3.96 3.97 2.44
5 0.23 63 56 414 3.94 3.9 2.47
4 0.23 60.5 61 414 3.98 3.95 2.4
3 0.23 61.3 59 414 3.94 3.96 2.42
3 0.23 60.2 59 415 4 4.01 2.41
3 0.24 62 56 417 3.94 3.99 2.46
4 0.24 62.6 58 417 3.99 4.03 2.51
5 0.24 61.8 57 417 3.97 4.02 2.47
3 0.23 58.1 63 600 4.08 4.04 2.36
3 0.24 60.2 59 419 4.03 4.04 2.43
3 0.24 60.1 58 419 4.01 4.04 2.42
3 0.24 63.5 53 419 3.96 3.98 2.52
3 0.24 62.1 58 419 4 4.02 2.49
3 0.24 63.1 56 419 3.95 3.98 2.5
3 0.24 63 58 419 3.94 3.97 2.49
3 0.24 61.5 58 419 4.02 4.05 2.48
3 0.24 62.1 59 419 3.98 4.01 2.48
3 0.24 61.4 58 419 3.99 4.05 2.47
3 0.24 62.4 58 419 3.98 4 2.49
3 0.24 62.9 58 419 3.94 4.01 2.5
3 0.24 59.6 58 419 4.08 4.11 2.44
3 0.24 61.9 59 419 3.98 4 2.47
3 0.24 59.9 58 419 4.02 4.06 2.42
3 0.24 63 58 419 3.92 3.95 2.48
3 0.24 62.5 58 419 3.95 3.96 2.47
3 0.24 63 59 419 3.93 3.97 2.49
3 0.24 62.4 59 419 3.94 3.98 2.47
3 0.24 59.8 58 419 4.02 4.11 2.43
3 0.24 61.4 58 419 3.99 4.02 2.46
3 0.24 62.2 58 419 3.95 3.99 2.47
3 0.24 62.9 56 419 3.96 3.99 2.5
5 0.24 62.2 57 419 3.96 4.01 2.48
5 0.24 61.2 57 419 4.04 4.06 2.48
5 0.24 61.3 56 419 4 4.03 2.46
3 0.24 61.8 56 608 4.01 4.04 2.48
3 0.24 61.7 56 608 3.98 4 2.45
3 0.24 60.6 59 608 4.04 4.06 2.45
3 0.24 62.2 56 608 3.96 3.98 2.47
3 0.24 62.4 54 608 3.96 3.99 2.48
3 0.24 62.2 57 608 3.97 4 2.48
3 0.24 62.3 56 608 3.97 4.01 2.49
3 0.24 60.4 56 608 4.05 4.07 2.45
3 0.24 62.5 55 608 3.98 4.02 2.49
3 0.23 61.5 58 611 3.93 3.98 2.43
5 0.23 61.2 55 423 3.94 3.97 2.42
5 0.23 62.6 57 423 3.88 3.92 2.44
2 0.23 62.3 61 425 3.93 3.94 2.45
2 0.23 64.5 55 425 3.83 3.86 2.48
4 0.23 60.8 56 640 3.99 3.94 2.41
4 0.23 59.6 61 640 4.03 3.99 2.39
2 0.23 60.3 66 425 3.91 3.95 2.37
2 0.23 63.8 56 428 3.94 3.9 2.5
5 0.23 61.6 54 650 3.97 3.99 2.45
3 0.24 61.7 60 430 3.97 4 2.46
3 0.23 62.4 55 431 3.91 3.94 2.45
3 0.23 62.6 56 431 3.92 3.95 2.46
3 0.23 62.9 55 431 3.88 3.92 2.45
3 0.23 62.6 54 431 3.91 3.95 2.46
3 0.23 62.3 57 431 3.9 3.92 2.43
3 0.23 62.8 55 431 3.93 3.95 2.47
3 0.24 61.5 57 357 3.99 4.07 2.48
3 0.23 61.8 57 357 3.9 3.93 2.42
3 0.23 61.8 63 357 3.88 3.89 2.4
3 0.23 63.8 57 357 3.93 3.84 2.48
3 0.23 62.7 58 362 3.86 3.89 2.43
3 0.24 64.1 59 362 3.88 3.92 2.5
3 0.24 60.8 56 362 4.02 4.04 2.45
5 0.24 62.2 54 364 3.97 4 2.48
5 0.23 62 54 364 3.95 3.99 2.46
5 0.23 62.1 53 364 3.93 3.96 2.45
3 0.24 64.5 57 367 3.88 3.93 2.52
3 0.24 61.1 60 367 3.96 3.99 2.43
5 0.24 62 56 432 4 4.01 2.48
5 0.24 62.3 57 432 3.98 3.95 2.47
5 0.24 62.8 57 432 3.96 3.94 2.48
4 0.24 61.2 58 432 3.96 4.01 2.44
3 0.24 60.7 58 432 4.04 4.07 2.46
4 0.24 60.6 59 668 4.02 4 2.43
4 0.24 60.3 61 668 4.06 4.03 2.44
4 0.24 59.5 62 668 4.06 4.04 2.41
4 0.24 58.8 58 668 4.08 4.05 2.39
4 0.24 60.8 59 432 4 4.02 2.44
3 0.24 62.3 59 432 3.92 3.95 2.45
3 0.23 61.6 56 434 3.94 3.97 2.43
4 0.23 59.4 61 434 4.05 4 2.39
5 0.24 61 56 678 4.05 4.08 2.48
5 0.24 61.7 55 678 3.99 4.02 2.47
5 0.24 62 57 678 3.99 4.02 2.48
5 0.24 62.1 56 678 3.96 3.99 2.46
5 0.24 61.4 57 678 4 4.04 2.47
5 0.24 61.6 56 678 4.01 4.04 2.48
5 0.24 62 56 678 3.99 4.01 2.48
5 0.24 60.8 55 678 4.03 4.06 2.46
5 0.24 61.8 55 678 4 4.03 2.48
5 0.24 60.2 57 678 4.02 4.07 2.44
5 0.24 61.4 57 678 3.99 4.03 2.46
5 0.24 62.9 55 678 3.96 3.98 2.5
5 0.24 61.6 57 678 3.97 4 2.45
5 0.24 61 57 678 4.04 4.07 2.47
5 0.24 60.7 57 678 3.99 4.04 2.43
3 0.23 63.3 56 680 3.92 3.88 2.47
4 0.23 61.8 58 680 3.94 3.92 2.43
4 0.23 60.9 60 680 3.99 3.96 2.42
4 0.23 58.6 61 680 4.04 4.02 2.36
4 0.23 61.3 60 680 4.01 3.95 2.44
4 0.23 61.1 60 680 4.01 3.95 2.43
4 0.23 60.4 59 680 4 3.95 2.4
3 0.23 59.9 55 682 3.99 4.13 2.43
5 0.24 62.6 57 687 3.92 4 2.48
4 0.23 58.9 60 688 4.03 3.95 2.35
5 0.24 62.3 57 436 3.99 4.02 2.49
3 0.23 58.1 59 438 4.09 4.03 2.36
2 0.23 59.9 65 439 3.93 3.95 2.36
4 0.23 61.3 56 442 3.96 3.98 2.43
5 0.24 62.5 54 442 3.95 3.98 2.48
5 0.24 61.8 56 442 3.99 4.04 2.48
2 0.23 61 57 442 3.97 4.01 2.44
5 0.24 60.7 58 710 4.03 4.01 2.44
5 0.24 61.5 60 710 4 3.97 2.45
5 0.23 61.3 59 445 3.94 3.99 2.43
2 0.23 63.8 57 447 3.93 3.84 2.48
3 0.24 61.3 57 449 4.01 4.04 2.46
3 0.24 61.4 57 449 4.02 4.04 2.47
3 0.24 61.9 57 449 3.97 4.01 2.47
3 0.24 61.5 56 449 3.99 4.01 2.46
3 0.24 62 56 449 4 4.03 2.49
3 0.24 62 57 449 4 4.03 2.49
3 0.24 62 56 449 3.99 4.03 2.48
3 0.24 61.3 56 449 4.01 4.04 2.46
3 0.24 62.3 56 449 3.99 4.02 2.49
3 0.24 61.3 56 449 4.04 4.06 2.48
5 0.24 62.4 56 449 3.99 4.03 2.5
3 0.23 63.5 57 449 3.87 3.85 2.45
5 0.24 60.9 56 752 4.01 4.04 2.45
4 0.2 59.8 62 367 3.79 3.77 2.26
4 0.2 59 60 367 3.81 3.78 2.24
4 0.2 61.1 59 367 3.81 3.78 2.32
4 0.2 59.7 62 367 3.84 3.8 2.28
5 0.2 59.7 55 367 3.86 3.84 2.3
4 0.2 62.6 59 367 3.73 3.71 2.33
5 0.2 61.5 57 367 3.81 3.77 2.33
3 0.2 63.4 59 367 3.74 3.71 2.36
5 0.2 62.2 57 367 3.76 3.73 2.33
4 0.2 62.3 60 367 3.73 3.68 2.31
4 0.2 61.7 60 367 3.77 3.72 2.31
3 0.23 62.8 53 369 3.91 3.93 2.46
3 0.23 63.9 55 369 3.89 3.9 2.49
1 0.23 61.4 66 369 3.87 3.91 2.39
3 0.24 61.6 57 370 4.02 4.05 2.48
3 0.24 61.4 60 373 3.98 4 2.45
3 0.23 62.5 59 373 3.91 3.96 2.46
3 0.24 62.5 55 373 3.94 3.97 2.47
2 0.23 61.8 65 452 3.9 3.93 2.42
3 0.23 61.4 55 458 3.92 3.99 2.43
3 0.23 62.4 53 458 3.94 3.95 2.46
3 0.23 59.7 58 458 3.97 4.04 2.39
2 0.23 58.1 52 458 4.03 4.1 2.36
2 0.23 60.6 65 458 3.95 3.97 2.4
3 0.24 61.7 57 461 3.99 4.02 2.47
3 0.24 61.3 54 461 4.02 4.07 2.47
3 0.24 61 57 461 4.01 4.04 2.45
3 0.24 62.4 56 461 3.96 3.97 2.47
2 0.23 61.2 62 462 3.95 3.99 2.43
2 0.23 62.8 62 462 3.9 3.93 2.46
3 0.23 60.4 61 465 3.92 3.96 2.38
3 0.23 61.3 60 465 3.98 4.01 2.45
3 0.23 61 59 465 3.93 3.97 2.41
3 0.23 62.7 59 465 3.93 3.95 2.47
3 0.23 58 60 465 4.04 4.07 2.35
3 0.23 61.8 59 465 3.92 3.95 2.43
3 0.23 60.2 57 465 3.99 4.05 2.42
3 0.23 61.1 58 465 3.95 4.01 2.43
3 0.23 60.1 57 465 4 4.02 2.41
3 0.23 62.2 59 465 3.92 3.96 2.45
2 0.23 61.9 60 465 3.95 4.03 2.47
3 0.23 62.4 56 468 3.93 3.98 2.46
3 0.23 58.1 63 468 4.04 4.08 2.36
4 0.22 61.7 60 470 3.9 3.85 2.39
3 0.23 62.1 58 373 3.91 3.95 2.44
3 0.23 59 61 373 4.04 4.06 2.39
2 0.24 60.8 64 373 3.96 4 2.42
2 0.24 58.3 61 373 4.09 4.14 2.4
2 0.23 64.3 59 373 3.84 3.87 2.48
5 0.23 61.2 56 375 3.97 4 2.44
2 0.23 63.2 58 376 3.86 3.89 2.45
3 0.23 62 55 378 3.93 3.95 2.44
3 0.24 60.1 57 378 4.08 4.1 2.46
3 0.23 59.6 65 378 3.95 3.97 2.36
3 0.23 60.4 62 378 3.93 3.99 2.39
2 0.24 63 59 378 3.96 4.01 2.51
3 0.24 62.1 59 471 3.95 4 2.47
2 0.24 64 61 471 3.91 3.93 2.51
3 0.23 60.8 59 472 3.97 3.99 2.42
3 0.23 63.1 56 472 3.93 3.96 2.49
3 0.23 58.5 62 472 4.04 4.06 2.37
3 0.23 61.9 58 472 3.94 3.98 2.45
3 0.23 61.4 60 472 3.95 3.97 2.43
3 0.23 61.3 58 472 3.94 3.96 2.42
3 0.23 62.6 58 472 3.96 4 2.49
